1.93873	0.112
1.98234	0.113
2.02594	0.114
2.06953	0.115
2.11311	0.116
2.15668	0.117
2.20024	0.118
2.24379	0.119
2.28733	0.12
2.33086	0.121
2.37438	0.122
2.41789	0.123
2.46139	0.124
2.50489	0.125
2.54837	0.126
2.59184	0.127
2.6353	0.128
2.67876	0.129
2.7222	0.13
2.76563	0.131
2.80906	0.132
2.85247	0.133
2.89587	0.134
2.93927	0.135
2.98265	0.136
3.02602	0.137
3.06939	0.138
3.11274	0.139
3.15609	0.14
3.19942	0.141
3.24275	0.142
3.28606	0.143
3.32937	0.144
3.37266	0.145
3.41595	0.146
3.45923	0.147
3.50249	0.148
3.54575	0.149
3.589	0.15
3.63223	0.151
3.67546	0.152
3.71868	0.153
3.76189	0.154
3.80508	0.155
3.84827	0.156
3.89145	0.157
3.93462	0.158
3.97778	0.159
4.02092	0.16
4.06406	0.161
4.10719	0.162
4.15031	0.163
4.19342	0.164
4.23652	0.165
4.27961	0.166
4.32269	0.167
4.36576	0.168
4.40882	0.169
4.45187	0.17
4.49491	0.171
4.53794	0.172
4.58096	0.173
4.62397	0.174
4.66698	0.175
4.70997	0.176
4.75295	0.177
4.79592	0.178
4.83888	0.179
4.88184	0.18
4.92478	0.181
4.96771	0.182
5.01063	0.183
5.05355	0.184
5.09645	0.185
5.13934	0.186
5.18223	0.187
5.2251	0.188
5.26797	0.189
5.31082	0.19
5.35366	0.191
5.3965	0.192
5.43932	0.193
5.48214	0.194
5.52494	0.195
5.56774	0.196
5.61052	0.197
5.6533	0.198
5.69607	0.199
5.73882	0.2
5.78157	0.201
5.82431	0.202
5.86703	0.203
5.90975	0.204
5.95246	0.205
5.99515	0.206
6.03784	0.207
6.08052	0.208
6.12319	0.209
6.16584	0.21
6.20849	0.211
6.25113	0.212
6.29376	0.213
6.33638	0.214
6.37899	0.215
6.42159	0.216
6.46418	0.217
6.50676	0.218
6.54933	0.219
6.59189	0.22
6.63444	0.221
6.67698	0.222
6.71951	0.223
6.76203	0.224
6.80454	0.225
6.84704	0.226
6.88953	0.227
6.93201	0.228
6.97448	0.229
7.01695	0.23
7.0594	0.231
7.10184	0.232
7.14427	0.233
7.1867	0.234
7.22911	0.235
7.27151	0.236
7.3139	0.237
7.35629	0.238
7.39866	0.239
7.44103	0.24
7.48338	0.241
7.52572	0.242
7.56806	0.243
7.61038	0.244
7.6527	0.245
7.695	0.246
7.7373	0.247
7.77958	0.248
7.82186	0.249
7.86412	0.25
7.90638	0.251
7.94863	0.252
7.99086	0.253
8.03309	0.254
8.07531	0.255
8.11751	0.256
8.15971	0.257
8.2019	0.258
8.24407	0.259
8.28624	0.26
8.3284	0.261
8.37055	0.262
8.41268	0.263
8.45481	0.264
8.49693	0.265
8.53904	0.266
8.58114	0.267
8.62323	0.268
8.66531	0.269
8.70738	0.27
8.74944	0.271
8.79149	0.272
8.83353	0.273
8.87556	0.274
8.91758	0.275
8.95959	0.276
9.00159	0.277
9.04358	0.278
9.08556	0.279
9.12753	0.28
9.16949	0.281
9.21145	0.282
9.25339	0.283
9.29532	0.284
9.33724	0.285
9.37915	0.286
9.42106	0.287
9.46295	0.288
9.50483	0.289
9.54671	0.29
9.58857	0.291
9.63042	0.292
9.67227	0.293
9.7141	0.294
9.75593	0.295
9.79774	0.296
9.83955	0.297
9.88134	0.298
9.92312	0.299
9.9649	0.3
10.0067	0.301
10.0484	0.302
10.0902	0.303
10.1319	0.304
10.1736	0.305
10.2153	0.306
10.2571	0.307
10.2987	0.308
10.3404	0.309
10.3821	0.31
10.4238	0.311
10.4654	0.312
10.5071	0.313
10.5487	0.314
10.5904	0.315
10.632	0.316
10.6736	0.317
10.7152	0.318
10.7568	0.319
10.7983	0.32
10.8399	0.321
10.8815	0.322
10.923	0.323
10.9646	0.324
11.0061	0.325
11.0476	0.326
11.0891	0.327
11.1306	0.328
11.1721	0.329
11.2136	0.33
11.2551	0.331
11.2965	0.332
11.338	0.333
11.3794	0.334
11.4209	0.335
11.4623	0.336
11.5037	0.337
11.5451	0.338
11.5865	0.339
11.6279	0.34
11.6692	0.341
11.7106	0.342
11.752	0.343
11.7933	0.344
11.8346	0.345
11.876	0.346
11.9173	0.347
11.9586	0.348
11.9999	0.349
12.0412	0.35
12.0824	0.351
12.1237	0.352
12.1649	0.353
12.2062	0.354
12.2474	0.355
12.2887	0.356
12.3299	0.357
12.3711	0.358
12.4123	0.359
12.4535	0.36
12.4946	0.361
12.5358	0.362
12.577	0.363
12.6181	0.364
12.6592	0.365
12.7004	0.366
12.7415	0.367
12.7826	0.368
12.8237	0.369
12.8648	0.37
12.9059	0.371
12.9469	0.372
12.988	0.373
13.029	0.374
13.0701	0.375
13.1111	0.376
13.1521	0.377
13.1931	0.378
13.2341	0.379
13.2751	0.38
13.3161	0.381
13.3571	0.382
13.398	0.383
13.439	0.384
13.4799	0.385
13.5209	0.386
13.5618	0.387
13.6027	0.388
13.6436	0.389
13.6845	0.39
13.7254	0.391
13.7662	0.392
13.8071	0.393
13.848	0.394
13.8888	0.395
13.9296	0.396
13.9705	0.397
14.0113	0.398
14.0521	0.399
14.0929	0.4
14.1337	0.401
14.1744	0.402
14.2152	0.403
14.256	0.404
14.2967	0.405
14.3374	0.406
14.3782	0.407
14.4189	0.408
14.4596	0.409
14.5003	0.41
14.541	0.411
14.5816	0.412
14.6223	0.413
14.663	0.414
14.7036	0.415
14.7443	0.416
14.7849	0.417
14.8255	0.418
14.8661	0.419
14.9067	0.42
14.9473	0.421
14.9879	0.422
15.0284	0.423
15.069	0.424
15.1095	0.425
15.1501	0.426
15.1906	0.427
15.2311	0.428
15.2716	0.429
15.3121	0.43
15.3526	0.431
15.3931	0.432
15.4336	0.433
15.474	0.434
15.5145	0.435
15.5549	0.436
15.5954	0.437
15.6358	0.438
15.6762	0.439
15.7166	0.44
15.757	0.441
15.7974	0.442
15.8377	0.443
15.8781	0.444
15.9185	0.445
15.9588	0.446
15.9991	0.447
16.0395	0.448
16.0798	0.449
16.1201	0.45
16.1604	0.451
16.2007	0.452
16.2409	0.453
16.2812	0.454
16.3214	0.455
16.3617	0.456
16.4019	0.457
16.4422	0.458
16.4824	0.459
16.5226	0.46
16.5628	0.461
16.603	0.462
16.6431	0.463
16.6833	0.464
16.7235	0.465
